id,split,semantic_id,pattern_id,group_tag,role,text,semantic_same_ids,tfidf_top1_id,tfidf_top2_id,tfidf_top3_id,tfidf_top4_id,tfidf_top5_id,tfidf_top6_id,tfidf_top7_id,tfidf_top8_id,tfidf_top9_id,tfidf_top10_id,tfidf_top11_id,tfidf_top12_id,bm25_top1_id,bm25_top2_id,bm25_top3_id,bm25_top4_id,bm25_top5_id,bm25_top6_id,bm25_top7_id,bm25_top8_id,bm25_top9_id,bm25_top10_id,bm25_top11_id,bm25_top12_id,jaccard_top1_id,jaccard_top2_id,jaccard_top3_id,jaccard_top4_id,jaccard_top5_id,jaccard_top6_id,jaccard_top7_id,jaccard_top8_id,jaccard_top9_id,jaccard_top10_id,jaccard_top11_id,jaccard_top12_id,tfidf_top_ids,bm25_top_ids,jaccard_top_ids,overlap2_3metrics_ids,overlap2_3metrics_count,overlap3_3metrics_ids,overlap3_3metrics_count,text_len_char,text_len_word,tf_idf_tops,jaccard_tops,bm25_tops,overlap2,overlap3,U2,U3,nvidia/llama-embed-nemotron-8b,neighbors_union,neighbors_union_count,qwen3-4b,qwen3-8b
773,train,sem_0184,call:decl,para3,base,They contact my teacher.,203;581,202,942.0,203.0,238.0,875.0,392.0,285.0,439.0,817.0,291.0,631.0,196.0,203,942,202,238,875.0,285.0,392.0,927.0,740.0,60.0,668.0,196.0,203,942.0,202.0,740.0,60.0,285.0,392.0,927.0,875.0,668.0,238.0,196.0,202;942;203;238;875;392;285;439;817;291;631;196,203;942;202;238;875;285;392;927;740;60;668;196,203;942;202;740;60;285;392;927;875;668;238;196,60;196;202;203;238;285;392;668;740;875;927;942,12,196;202;203;238;285;392;875;942,8,24,4,202;942;203;238;875;392;285;817;439;291;631;196,203;60;202;285;392;740;927;942;238;668;875;196,203;942;202;238;875;392;285;927;740;60;668;631,60;196;202;203;238;285;392;631;668;740;875;927;942,202;203;238;285;392;875;942,60;196;202;203;238;285;392;581;631;668;740;875;927;942,202;203;238;285;392;581;875;942,942;202;927;60;238;875;203;358;392;285;262;276;907;709;547,60;202;203;238;262;276;285;358;392;547;709;875;907;927;942,15,927;942;875;202;203;276;285;262;60,927;942;875;202;203;276;285;262;60
774,train,sem_0045,pref:decl,para4,lex,I enjoy pizza.,525;617;754,501,37.0,516.0,798.0,332.0,,,,,,,,37,501,516,798,332.0,869.0,503.0,335.0,565.0,120.0,51.0,685.0,335,501.0,37.0,869.0,565.0,516.0,503.0,798.0,685.0,491.0,332.0,51.0,501;37;516;798;332,37;501;516;798;332;869;503;335;565;120;51;685,335;501;37;869;565;516;503;798;685;491;332;51,37;51;332;335;501;503;516;565;685;798;869,11,37;332;501;516;798,5,14,3,501;37;516;798,37;335;501;503;516;565;869;51;120;332;491;685,37;501;516;798;332;565;503;869;335;685;51;491,37;51;332;335;491;501;503;516;565;685;798;869,37;501;516,37;51;332;335;491;501;503;516;525;565;617;685;754;798;869,37;501;516;525;617;754,335;501;685;37;869;51;565;503;707;705,37;51;335;501;503;565;685;705;707;869,10,335;501;37;685;51;869;707,335;501;37;685;51;869;707
775,train,sem_0082,learn:decl,para3,lex,He read a song.,24;187,989,900.0,826.0,895.0,877.0,167.0,460.0,226.0,949.0,360.0,992.0,965.0,989,826,900,895,877.0,167.0,965.0,984.0,563.0,838.0,851.0,267.0,826,563.0,838.0,984.0,900.0,877.0,989.0,167.0,895.0,851.0,267.0,965.0,989;900;826;895;877;167;460;226;949;360;992;965,989;826;900;895;877;167;965;984;563;838;851;267,826;563;838;984;900;877;989;167;895;851;267;965,167;267;563;826;838;851;877;895;900;965;984;989,12,167;826;877;895;900;965;989,7,15,4,989;900;826;895;877;167;949;460;226;360;992;474,167;563;826;838;877;900;984;989;267;851;895;270,900;826;989;895;167;877;563;984;838;267;851;965,167;267;563;826;838;851;877;895;900;984;989,167;826;877;895;900;989,24;167;187;267;563;826;838;851;877;895;900;984;989,24;167;187;826;877;895;900;989,989;826;900;57,57;826;900;989,4,989;826;900;57,989;826;900;57
776,train,sem_seed_call_modal_can,call:modal_can,singleton,single-seed,He can text a friend.,,862,350.0,820.0,250.0,459.0,295.0,264.0,178.0,356.0,26.0,355.0,205.0,820,862,350,250,459.0,295.0,264.0,178.0,356.0,307.0,854.0,58.0,350,820.0,178.0,356.0,862.0,854.0,295.0,307.0,250.0,459.0,264.0,,862;350;820;250;459;295;264;178;356;26;355;205,820;862;350;250;459;295;264;178;356;307;854;58,350;820;178;356;862;854;295;307;250;459;264,178;250;264;295;307;350;356;459;820;854;862,11,178;250;264;295;350;356;459;820;862,9,21,5,862;350;820;250;459;295;264;178;26;356;355;952,178;350;356;820;862;250;295;307;459;854;264,350;862;820;250;459;295;178;356;264;756;58;307,178;250;264;295;307;350;356;459;820;862,178;250;264;295;350;356;459;820;862,178;250;264;295;307;350;356;459;820;862,178;250;264;295;350;356;459;820;862,,250;350;820;862,4,820;250;862;350,820;250;862;350
777,train,sem_single_0988,learn:front_place,singleton,single,"in the office, She review a novel.",,515,635.0,587.0,965.0,85.0,626.0,246.0,48.0,20.0,629.0,474.0,270.0,965,635,515,474,270.0,865.0,91.0,979.0,85.0,587.0,246.0,928.0,515,474.0,635.0,965.0,270.0,376.0,865.0,979.0,949.0,85.0,321.0,629.0,515;635;587;965;85;626;246;48;20;629;474;270,965;635;515;474;270;865;91;979;85;587;246;928,515;474;635;965;270;376;865;979;949;85;321;629,85;246;270;474;515;587;629;635;865;965;979,11,85;270;474;515;635;965,6,34,7,515;635;965;587;85;246;48;626;20;629;270;474,515;474;635;965;270;376;865;979;85;321;336;587,965;515;635;474;587;85;270;91;865;246;2;928,85;246;270;474;515;587;635;865;965,85;270;474;515;587;635;965,85;246;270;474;515;587;635;865;965,85;270;474;515;587;635;965,515;965;629,515;629;965,3,,
778,train,sem_0027,pref:decl,para4,base,You like a movie.,353;377;476,135,476.0,890.0,353.0,151.0,185.0,698.0,713.0,375.0,,,,353,476,135,890,824.0,375.0,713.0,419.0,151.0,796.0,531.0,197.0,353,476.0,135.0,713.0,890.0,824.0,151.0,375.0,419.0,531.0,992.0,197.0,135;476;890;353;151;185;698;713;375,353;476;135;890;824;375;713;419;151;796;531;197,353;476;135;713;890;824;151;375;419;531;992;197,135;151;197;353;375;419;476;531;713;824;890,11,135;151;353;375;476;713;890,7,17,4,135;476;890;353;151;698;713,353;476;135;151;375;419;713;824;890;531;5;8,476;353;135;890;375;713;151;824;419;796;531;617,135;151;353;375;419;476;531;713;824;890,135;151;353;476;713;890,135;151;353;375;377;419;476;531;713;824;890,135;151;353;377;476;713;890,353;135;419;377;151;484;375;476;824;713,135;151;199;353;375;377;419;476;484;603;698;713;824,13,135;353;377;151;199;419;698;603,135;353;377;151;199;419;698;603
779,train,sem_single_0982,watch:because_cause,singleton,single,"They view a game, because it is warm.",,279,564.0,988.0,510.0,206.0,482.0,6.0,710.0,912.0,795.0,799.0,329.0,564,279,912,988,6.0,130.0,584.0,510.0,795.0,799.0,206.0,347.0,912,564.0,279.0,988.0,6.0,951.0,347.0,795.0,206.0,299.0,799.0,786.0,279;564;988;510;206;482;6;710;912;795;799;329,564;279;912;988;6;130;584;510;795;799;206;347,912;564;279;988;6;951;347;795;206;299;799;786,6;206;279;347;510;564;795;799;912;988,10,6;206;279;564;795;799;912;988,8,37,8,279;564;988;510;6;206;482;912;329;924;130;710,279;564;912;988;6;130;206;299;347;510;584;786,564;279;6;912;988;130;710;329;924;482;510;584,6;130;206;279;329;482;510;564;584;710;912;924;988,6;130;279;510;564;912;988,6;130;206;279;329;482;510;564;584;710;912;924;988,6;130;279;510;564;912;988,564,564;681;846;912,4,564;681;912;846,564;681;912;846
780,train,sem_0200,watch:decl,para3,base,They see a show.,117;330,618,117.0,109.0,362.0,258.0,197.0,72.0,330.0,119.0,889.0,517.0,418.0,117,618,362,119,109.0,444.0,72.0,330.0,258.0,197.0,743.0,517.0,330,109.0,618.0,258.0,197.0,117.0,517.0,743.0,444.0,72.0,362.0,185.0,618;117;109;362;258;197;72;330;119;889;517;418,117;618;362;119;109;444;72;330;258;197;743;517,330;109;618;258;197;117;517;743;444;72;362;185,72;109;117;119;197;258;330;362;444;517;618;743,12,72;109;117;197;258;330;362;517;618,9,16,4,618;117;109;362;72;258;197;119;330;418,109;197;258;330;618;117;72;444;517;743;362;33,618;117;362;109;330;258;197;119;444;72;743;517,72;109;117;119;197;258;330;362;444;517;618;743,72;109;117;197;258;330;362;618,72;109;117;119;197;258;330;362;444;517;618;743,72;109;117;197;258;330;362;618,618;330;117;52;197;390,52;117;197;330;390;517;618,7,618;330;517;117,618;330;517;117
781,train,sem_0030,learn:past_simple,para4,tense,We studied a song.,111;168;919,395,168.0,838.0,479.0,,,,,,,,,395,997,892,168,348.0,833.0,398.0,797.0,966.0,578.0,550.0,83.0,833,997.0,398.0,348.0,892.0,168.0,966.0,83.0,550.0,797.0,578.0,726.0,395;168;838;479,395;997;892;168;348;833;398;797;966;578;550;83,833;997;398;348;892;168;966;83;550;797;578;726,83;168;348;395;398;550;578;797;833;892;966;997,12,168,1,18,4,395;168;838,168;348;398;833;892;997;83;550;578;797;966;726,395;398;168;348;833;892;997;83;966;550;578;797,83;168;348;395;398;550;578;797;833;892;966;997,168,83;111;168;348;395;398;550;578;797;833;892;919;966;997,111;168;919,168;479;997,83;168;479;838;997,5,168;997;479;838;83,168;997;479;838;83
782,train,sem_0004,social:decl,para4,base,You meet my teacher.,44;205;761,761,44.0,692.0,756.0,282.0,942.0,358.0,262.0,276.0,202.0,709.0,773.0,761,942,262,358,44.0,238.0,981.0,434.0,547.0,60.0,756.0,229.0,761,262.0,358.0,942.0,44.0,238.0,981.0,434.0,202.0,740.0,709.0,756.0,761;44;692;756;282;942;358;262;276;202;709;773,761;942;262;358;44;238;981;434;547;60;756;229,761;262;358;942;44;238;981;434;202;740;709;756,44;202;238;262;358;434;709;756;761;942;981,11,44;262;358;756;761;942,6,20,4,761;44;756;692;942;358;709;262;202;276;282;773,761;44;262;358;942;238;981;434;56;60;202;229,761;44;942;262;358;981;238;434;282;276;547;667,44;202;238;262;276;282;358;434;761;942;981,44;262;358;761;942,44;202;205;238;262;276;282;358;434;761;942;981,44;205;262;358;761;942,44;761;358;942,44;60;358;667;761;942,6,44;761;358;667;60,44;761;358;667;60
783,train,sem_0194,move:decl,para3,lex,He go to the cafe.,195;615,23,973.0,591.0,730.0,526.0,,,,,,,,730,973,670,526,591.0,23.0,79.0,805.0,573.0,308.0,489.0,277.0,973,998.0,715.0,730.0,292.0,23.0,591.0,89.0,79.0,415.0,670.0,805.0,23;973;591;730;526,730;973;670;526;591;23;79;805;573;308;489;277,973;998;715;730;292;23;591;89;79;415;670;805,23;79;526;591;670;730;805;973,8,23;591;730;973,4,18,5,23;591;973;730;526,23;292;591;715;730;973;998;79;89;415;670;805,973;730;670;23;591;526;573;805;79;606;277;723,23;79;526;591;670;730;805;973,23;591;730;973,23;79;195;526;591;615;670;730;805;973,23;195;591;615;730;973,,378;553;591,3,591;553;378,591;553;378
784,train,sem_0245,eat:decl,para3,base,They order lunch.,,800,483.0,788.0,597.0,987.0,604.0,976.0,432.0,757.0,847.0,354.0,787.0,800,483,788,597,976.0,987.0,972.0,266.0,239.0,922.0,604.0,354.0,976,788.0,800.0,483.0,987.0,266.0,972.0,239.0,922.0,604.0,597.0,354.0,800;483;788;597;987;604;976;432;757;847;354;787,800;483;788;597;976;987;972;266;239;922;604;354,976;788;800;483;987;266;972;239;922;604;597;354,239;266;354;483;597;604;788;800;922;972;976;987,12,354;483;597;604;788;800;976;987,8,17,3,800;483;788;597;987;604;976;757;432;354;847,239;266;483;788;800;922;972;976;987;597;604;354,800;788;483;597;987;976;922;239;266;972;604;354,239;266;354;483;597;604;788;800;922;972;976;987,354;483;597;604;788;800;976;987,239;266;354;483;597;604;788;800;922;972;976;987,354;483;597;604;788;800;976;987,483;800;847;976;922;604;597;11;787;788;987,11;483;597;604;652;787;788;800;847;922;976;987,12,483;800;976;597;847;788;922;604;987;652,483;800;976;597;847;788;922;604;987;652
785,train,sem_seed_eat_comparative,eat:comparative,singleton,single-seed,You prefer a sandwich to pizza.,,393,138.0,495.0,8.0,944.0,646.0,78.0,937.0,624.0,696.0,983.0,14.0,983,495,393,138,8.0,630.0,76.0,650.0,937.0,80.0,646.0,763.0,983,495.0,8.0,393.0,646.0,80.0,763.0,138.0,696.0,366.0,317.0,960.0,393;138;495;8;944;646;78;937;624;696;983;14,983;495;393;138;8;630;76;650;937;80;646;763,983;495;8;393;646;80;763;138;696;366;317;960,8;80;138;393;495;646;696;763;937;983,10,8;138;393;495;646;983,6,31,6,393;138;495;8,983;8;80;393;495;646;138;317;366;696;763;908,393;495;983;138;8;937;80;646;463;707;344;630,8;80;138;393;495;646;983,8;138;393;495,8;80;138;393;495;646;983,8;138;393;495,393,138;393;495;696;798;944,6,393;138;944;696;495;798,393;138;944;696;495;798
786,train,sem_single_0942,play:conditional_if,singleton,single,"If it is warm, He play a game.",,299,119.0,571.0,462.0,527.0,808.0,464.0,279.0,512.0,206.0,680.0,990.0,299,119,571,279,527.0,206.0,951.0,142.0,625.0,990.0,3.0,680.0,299,206.0,279.0,119.0,462.0,571.0,142.0,527.0,564.0,779.0,584.0,795.0,299;119;571;462;527;808;464;279;512;206;680;990,299;119;571;279;527;206;951;142;625;990;3;680,299;206;279;119;462;571;142;527;564;779;584;795,119;142;206;279;299;462;527;571;680;990,10,119;206;279;299;527;571,6,30,8,299;119;571;462;464;527;808;279;512;680;990;951,299;119;206;279;462;571;142;527;564;584;779;795,299;571;119;279;527;206;3;680;625;990;951;142,119;142;206;279;299;462;527;571;680;951;990,119;279;299;527;571,119;142;206;279;299;462;527;571;680;951;990,119;279;299;527;571,299,299,1,299,299
787,train,sem_0112,acq:present_cont,para3,tense,I am ordering lunch.,253;800,800,483.0,366.0,788.0,784.0,682.0,,,,,,,51,764,191,472,68.0,811.0,173.0,18.0,893.0,366.0,96.0,800.0,800,493.0,832.0,51.0,764.0,305.0,,,,,,,800;483;366;788;784;682,51;764;191;472;68;811;173;18;893;366;96;800,800;493;832;51;764;305,51;366;764;800,4,800,1,20,4,800,493;800;51;305;764;832,764;51;472;811;191;68;366;493;800;18;893;173,51;493;764;800,800,51;253;493;764;800,253;800,800;483;847;784;18;520;597;624;493,18;483;493;520;597;624;784;800;847,9,800;483;18;847;597;520,800;483;18;847;597;520
788,train,sem_0228,eat:decl,para3,lex,She order lunch.,70;974,483,800.0,784.0,597.0,847.0,921.0,14.0,432.0,757.0,787.0,,,483,784,800,597,921.0,836.0,14.0,401.0,625.0,532.0,329.0,,836,800.0,784.0,921.0,483.0,14.0,401.0,597.0,,,,,483;800;784;597;847;921;14;432;757;787,483;784;800;597;921;836;14;401;625;532;329,836;800;784;921;483;14;401;597,14;401;483;597;784;800;836;921,8,14;483;597;784;800;921,6,16,3,483;800;784;597;847;757;921;14;432;157,483;784;800;836;921;14;401;597,800;483;784;597;921;836;14;401;532;625;329;976,14;401;483;597;784;800;836;921,14;483;597;784;800;921,14;70;401;483;597;784;800;836;921;974,14;70;483;597;784;800;921;974,14;921;211;800;784;836;483;847,14;157;211;483;784;800;836;847;921,9,847;14;784;483;800;211;836;921;157,847;14;784;483;800;211;836;921;157
789,train,sem_0166,learn:decl,para3,lex,He review music.,838;866,364,193.0,235.0,260.0,518.0,3.0,672.0,859.0,629.0,587.0,515.0,477.0,235,364,193,260,518.0,3.0,154.0,634.0,316.0,187.0,24.0,545.0,316,187.0,364.0,235.0,634.0,193.0,260.0,154.0,24.0,545.0,,,364;193;235;260;518;3;672;859;629;587;515;477,235;364;193;260;518;3;154;634;316;187;24;545,316;187;364;235;634;193;260;154;24;545,3;24;154;187;193;235;260;316;364;518;545;634,12,193;235;260;364,4,16,3,364;193;260;235;518;3;629;515;672;859;587;20,187;193;235;316;364;634;154;260;24;545,235;364;193;260;154;518;187;316;634;3;545;24,3;24;154;187;193;235;260;316;364;518;545;634,193;235;260;364,3;24;154;187;193;235;260;316;364;518;545;634;838;866,193;235;260;364;838;866,235;364;193;672,193;235;364;518;672,5,364;235;193;672;518,364;235;193;672;518
790,train,sem_0049,move:modal_can,para4,tense,I can come to the town.,608;873;945,608,945.0,691.0,973.0,352.0,286.0,855.0,396.0,619.0,292.0,29.0,936.0,608,945,691,352,71.0,936.0,173.0,385.0,855.0,82.0,292.0,583.0,608,945.0,936.0,71.0,352.0,385.0,173.0,691.0,715.0,292.0,948.0,82.0,608;945;691;973;352;286;855;396;619;292;29;936,608;945;691;352;71;936;173;385;855;82;292;583,608;945;936;71;352;385;173;691;715;292;948;82,71;82;173;292;352;385;608;691;855;936;945,11,292;352;608;691;936;945,6,23,6,608;945;691;352;292;855;936;396;29;973;715;17,608;945;71;352;936;173;385;691;2;17;23;29,608;945;691;352;936;71;173;385;855;292;396;29,17;29;71;173;292;352;385;396;608;691;855;936;945,29;352;608;691;936;945,17;29;71;173;292;352;385;396;608;691;855;873;936;945,29;352;608;691;873;936;945,608;945;936;173,173;608;936;945,4,608;945,608;945
791,train,sem_0078,drink:decl,para3,base,He have dinner.,302;766,533,917.0,420.0,302.0,975.0,283.0,326.0,314.0,978.0,253.0,65.0,157.0,283,302,420,533,917.0,326.0,157.0,975.0,686.0,318.0,184.0,770.0,283,302.0,420.0,533.0,975.0,184.0,486.0,917.0,770.0,157.0,562.0,218.0,533;917;420;302;975;283;326;314;978;253;65;157,283;302;420;533;917;326;157;975;686;318;184;770,283;302;420;533;975;184;486;917;770;157;562;218,157;184;283;302;326;420;533;770;917;975,10,157;283;302;420;533;917;975,7,15,3,533;917;420;302;283;975;326;314;978;570;157;122,283;302;157;184;218;420;486;533;562;686;770;917,302;283;420;533;917;975;686;157;318;486;562;184,157;184;283;302;420;486;533;562;686;917;975,157;283;302;420;533;917,157;184;283;302;420;486;533;562;686;766;917;975,157;283;302;420;533;766;917,184;302;218;157,157;184;218;283;302;420;533;686;917;974;975,11,283;975;533;917;974;420;184;302;686,283;975;533;917;974;420;184;302;686
792,train,sem_0297,watch:decl,para3,lex,He observe a film.,48;732,935,931.0,719.0,991.0,418.0,524.0,857.0,891.0,861.0,742.0,112.0,490.0,935,931,857,991,418.0,719.0,956.0,112.0,891.0,150.0,903.0,614.0,719,956.0,991.0,418.0,935.0,112.0,891.0,931.0,903.0,857.0,614.0,150.0,935;931;719;991;418;524;857;891;861;742;112;490,935;931;857;991;418;719;956;112;891;150;903;614,719;956;991;418;935;112;891;931;903;857;614;150,112;150;418;614;719;857;891;903;931;935;956;991,12,112;418;719;857;891;931;935;991,8,18,4,935;931;719;524;418;991;861;857;891;112;490;742,418;719;935;956;991;112;891;931;903;150;614;857,935;931;991;719;418;956;857;891;112;903;150;614,112;150;418;614;719;857;891;903;931;935;956;991,112;418;719;857;891;931;935;991,48;112;150;418;614;719;732;857;891;903;931;935;956;991,48;112;418;719;732;857;891;931;935;991,991;956;861;418;112;732;935;490;713;719;931;982;536,112;220;259;418;490;536;713;719;732;861;903;931;935;956;982;991,16,991;861;732;935;903;490;931;713;259;956;220;112;418;536;982,991;861;732;935;903;490;931;713;259;956;220;112;418;536;982
793,train,sem_seed_drink_future_will,drink:future_will,singleton,single-seed,I will drink water.,,21,546.0,323.0,990.0,963.0,,,,,,,,990,21,546,323,963.0,289.0,0.0,236.0,999.0,412.0,982.0,733.0,546,0.0,236.0,289.0,21.0,990.0,963.0,323.0,999.0,,,,21;546;323;990;963,990;21;546;323;963;289;0;236;999;412;982;733,546;0;236;289;21;990;963;323;999,0;21;236;289;323;546;963;990;999,9,21;323;546;963;990,5,19,4,21;546;323;990,0;21;236;289;546;990;323;963;999,546;21;323;963;990;0;289;236;999;412;572;982,0;21;236;289;323;546;963;990;999,21;323;546;990,0;21;236;289;323;546;963;990;999,21;323;546;990,21;0,0;21;963,3,21;0;963,21;0;963
794,train,sem_0236,pref:decl,para3,base,She prefer a book.,336;810,74,8.0,810.0,650.0,983.0,383.0,951.0,78.0,393.0,812.0,342.0,495.0,810,650,8,74,983.0,951.0,263.0,629.0,592.0,687.0,422.0,383.0,810,650.0,8.0,263.0,74.0,629.0,592.0,687.0,983.0,422.0,273.0,355.0,74;8;810;650;983;383;951;78;393;812;342;495,810;650;8;74;983;951;263;629;592;687;422;383,810;650;8;263;74;629;592;687;983;422;273;355,8;74;263;383;422;592;629;650;687;810;951;983,12,8;74;650;810;983,5,18,4,74;8;810;650;983;951;383;78;393;757;686;495,810;650;8;74;263;592;629;687;983;422;4;14,810;650;8;74;983;592;629;263;687;951;422;495,8;74;263;422;495;592;629;650;687;810;951;983,8;74;650;810;983,8;74;263;336;422;495;592;629;650;687;810;951;983,8;74;336;650;810;983,74;810;8;650;592,8;74;592;650;810,5,74;8;810;650,74;8;810;650
795,train,sem_seed_watch_because_cause,watch:because_cause,singleton,single-seed,"He watch a film, because it is warm.",,564,206.0,482.0,710.0,924.0,799.0,988.0,279.0,510.0,329.0,912.0,6.0,564,206,584,279,988.0,799.0,779.0,912.0,347.0,510.0,6.0,329.0,584,206.0,564.0,988.0,779.0,786.0,347.0,119.0,279.0,510.0,912.0,799.0,564;206;482;710;924;799;988;279;510;329;912;6,564;206;584;279;988;799;779;912;347;510;6;329,584;206;564;988;779;786;347;119;279;510;912;799,6;206;279;329;347;510;564;584;779;799;912;988,12,206;279;510;564;799;912;988,7,36,8,564;279;924;206;329;482;988;779;510;710;799;912,206;564;584;119;279;347;510;779;786;799;912;988,564;584;206;329;482;6;710;924;799;347;988;510,206;279;329;347;482;510;564;584;710;779;799;912;924;988,206;510;564;799;988,206;279;329;347;482;510;564;584;710;779;799;912;924;988,206;510;564;799;988,,510,1,510,510
796,train,sem_seed_pref_wh_where,pref:wh_where,singleton,single-seed,Where do You like?,,425,143.0,890.0,,,,,,,,,,143,425,694,575,162.0,280.0,310.0,402.0,13.0,232.0,894.0,993.0,425,143.0,280.0,310.0,778.0,993.0,970.0,946.0,162.0,402.0,232.0,738.0,425;143;890,143;425;694;575;162;280;310;402;13;232;894;993,425;143;280;310;778;993;970;946;162;402;232;738,143;162;232;280;310;402;425;993,8,143;425,2,18,4,425;143;890,143;425;13;97;162;232;280;310;402;575;694;731,143;425;280;310;162;694;402;993;894;232;946;575,143;162;232;280;310;402;425;575;694,143;425,143;162;232;280;310;402;425;575;694,143;425,,,0,,
797,train,sem_0032,acq:present_cont,para4,tense,We are buying a song.,348;446;966,245,83.0,348.0,505.0,,,,,,,,,83,505,245,762,598.0,833.0,997.0,168.0,892.0,781.0,348.0,398.0,83,505.0,997.0,892.0,833.0,398.0,348.0,168.0,781.0,966.0,762.0,245.0,245;83;348;505,83;505;245;762;598;833;997;168;892;781;348;398,83;505;997;892;833;398;348;168;781;966;762;245,83;168;245;348;398;505;762;781;833;892;997,11,83;245;348;505,4,22,5,245;83;348,83;168;348;398;505;781;833;892;997;245;550;578,83;505;245;997;781;398;348;892;168;833;598;762,83;168;245;348;398;505;781;833;892;997,83;245;348,83;168;245;348;398;446;505;781;833;892;966;997,83;245;348;446;966,348;578,348;578,2,348;578,348;578
798,train,sem_0066,pref:decl,para3,lex,I enjoy a sandwich.,335;685,492,500.0,108.0,118.0,617.0,818.0,774.0,541.0,177.0,408.0,80.0,624.0,492,516,774,332,500.0,525.0,617.0,624.0,735.0,108.0,408.0,754.0,617,735.0,408.0,108.0,500.0,624.0,525.0,754.0,100.0,171.0,774.0,516.0,492;500;108;118;617;818;774;541;177;408;80;624,492;516;774;332;500;525;617;624;735;108;408;754,617;735;408;108;500;624;525;754;100;171;774;516,108;408;492;500;516;525;617;624;735;754;774,11,108;408;500;617;624;774,6,19,4,492;108;118;818;617;541;774;177;603;80;678;336,108;408;500;525;617;624;735;100;171;754;516;774,774;516;492;332;500;735;624;617;525;108;408;100,100;108;408;492;500;516;525;617;624;735;774,108;617;774,100;108;335;408;492;500;516;525;617;624;685;735;774,108;335;617;685;774,617;525;108;408;500;177;99;624;171;492,55;80;99;108;118;138;171;177;393;408;414;492;495;500;525;617;624;735;785;944,20,617;108;525;99;177;492;393;138;408;735;944;80;55;414;118;171;495;785,617;108;525;99;177;492;393;138;408;735;944;80;55;414;118;171;495;785
799,train,sem_single_0925,call:because_cause,singleton,single,"She call a friend, because it is warm.",,130,206.0,482.0,26.0,710.0,795.0,510.0,329.0,988.0,279.0,924.0,178.0,130,510,329,795,564.0,988.0,912.0,206.0,779.0,347.0,279.0,584.0,510,26.0,329.0,779.0,912.0,795.0,347.0,142.0,564.0,584.0,130.0,988.0,130;206;482;26;710;795;510;329;988;279;924;178,130;510;329;795;564;988;912;206;779;347;279;584,510;26;329;779;912;795;347;142;564;584;130;988,26;130;206;279;329;347;510;564;584;779;795;912;988,13,130;329;510;795;988,5,38,8,26;130;178;279;329;206;510;564;795;482;779;988,510;26;329;130;142;206;279;347;564;584;779;795,130;329;510;6;924;482;710;584;206;347;564;279,26;130;206;279;329;347;482;510;564;584;779;795,130;206;279;329;510;564,26;130;206;279;329;347;482;510;564;584;779;795,130;206;279;329;510;564,26,26;988,2,988;26,988;26
800,validation,sem_0112,acq:decl,para3,base,I order lunch.,253;787,483,788.0,784.0,597.0,432.0,757.0,847.0,787.0,565.0,624.0,520.0,,788,483,784,597,565.0,520.0,493.0,488.0,663.0,84.0,624.0,481.0,493,784.0,483.0,565.0,520.0,788.0,832.0,84.0,491.0,481.0,787.0,624.0,483;788;784;597;432;757;847;787;565;624;520,788;483;784;597;565;520;493;488;663;84;624;481,493;784;483;565;520;788;832;84;491;481;787;624,84;481;483;493;520;565;597;624;784;787;788,11,483;520;565;624;784;788,6,14,3,483;788;784;597;757;432;847;565;624;520;787,483;493;520;565;784;788;84;305;481;488;491;597,788;784;483;597;520;565;493;491;481;84;624;663,84;481;483;491;493;520;565;597;624;784;788,483;520;565;597;784;788,84;253;481;483;491;493;520;565;597;624;784;787;788,253;483;520;565;597;784;787;788,787;483;520;784;847;624;493;597;788;565;652;268;663,268;483;493;520;565;597;624;652;663;784;787;788;847,13,483;787;520;784;597;847;788;624;565;663;652,483;787;520;784;597;847;788;624;565;663;652
801,validation,sem_0067,play:decl,para3,base,They play a game.,,512,462.0,808.0,464.0,837.0,124.0,511.0,351.0,579.0,46.0,299.0,523.0,462,808,512,464,837.0,351.0,579.0,46.0,279.0,299.0,786.0,124.0,274,920.0,681.0,837.0,462.0,464.0,808.0,103.0,512.0,933.0,124.0,109.0,512;462;808;464;837;124;511;351;579;46;299;523,462;808;512;464;837;351;579;46;279;299;786;124,274;920;681;837;462;464;808;103;512;933;124;109,46;124;299;351;462;464;512;579;808;837,10,124;462;464;512;808;837,6,17,4,512;462;808;464;837;124;511;351;46;579;523;786,103;109;124;274;462;464;512;681;808;837;920;933,464;808;837;462;512;351;124;579;103;109;274;681,103;109;124;274;351;462;464;512;579;681;808;837,124;462;464;512;808;837,103;109;124;274;351;462;464;512;579;681;808;837,124;462;464;512;808;837,808;920;837;933;512;103;109;681;240,103;109;240;464;512;681;808;837;920;933,10,808;920;103;837;464,808;920;103;837;464
802,validation,sem_0127,social:front_time,para3,order,"Now, He help my mother.",612;676,676,872.0,121.0,265.0,823.0,611.0,,,,,,,121,676,872,265,611.0,823.0,370.0,58.0,399.0,403.0,693.0,257.0,676,121.0,370.0,58.0,872.0,265.0,611.0,823.0,403.0,,,,676;872;121;265;823;611,121;676;872;265;611;823;370;58;399;403;693;257,676;121;370;58;872;265;611;823;403,58;121;265;370;403;611;676;823;872,9,121;265;611;676;823;872,6,23,5,676;872;121;265;611;823,676;121;58;265;370;872;611;403;823,121;676;872;265;611;370;58;823;399;403;285;701,58;121;265;370;403;611;676;823;872,121;265;611;676;823;872,58;121;265;370;403;611;612;676;823;872,121;265;611;612;676;823;872,121;676,121;676,2,676;121,676;121
